"Observation_ID","mukey","cokey","drainagecl","comppct_r","compname","taxclname","taxsubgrp","sand050","sand150","rockdepth","comppct_l","comppct_h","compkind","majcompflag","otherph","localphase","slope_l","slope_r","slope_h","slopelenusle_l","slopelenusle_r","slopelenusle_h","runoff","tfact","wei","weg","erocl","earthcovkind1","earthcovkind2","hydricon","hydricrating","elev_l","elev_r","elev_h","aspectccwise","aspectrep","aspectcwise","geomdesc","albedodry_l","albedodry_r","albedodry_h","airtempa_l","airtempa_r","airtempa_h","map_l","map_r","map_h","reannualprecip_l","reannualprecip_r","reannualprecip_h","ffd_l","ffd_r","ffd_h","nirrcapcl","nirrcapscl","nirrcapunit","irrcapcl","irrcapscl","irrcapunit","cropprodindex","constreeshrubgrp","wndbrksuitgrp","rsprod_l","rsprod_r","rsprod_h","foragesuitgrpid","wlgrain","wlgrass","wlherbaceous","wlshrub","wlconiferous","wlhardwood","wlwetplant","wlshallowwat","wlrangeland","wlopenland","wlwoodland","wlwetland","soilslippot","frostact","initsub_l","initsub_r","initsub_h","totalsub_l","totalsub_r","totalsub_h","hydgrp","corcon","corsteel","taxorder","taxsuborder","taxgrtgroup","taxpartsize","taxpartsizemod","taxceactcl","taxreaction","taxtempcl","taxmoistscl","taxtempregime","soiltaxedition","castorieindex","flecolcomnum","flhe","flphe","flsoilleachpot","flsoirunoffpot","fltemik2use","fltriumph2use","indraingrp","innitrateleachi","misoimgmtgrp","vasoimgtgrp","pmkind","pmorigin","landform","mntn","hill","trce","flats","shapeacross","shapedown","slopeshape","hillslopeprof","areasymbol","lkey","musym","muname","mukind","mustatus","invesintens","muacres","farmlndcl","flood","pH50","carbdepth","ocean","lake","wet","moist","dry","mucky","sandy","rock","coastal","salty","dysic","calcareous","euic"
"GRR.GJS.2023.43",190760,"21199141","Well drained",55,"Manistee","Sandy over clayey, mixed, active, frigid Alfic Haplorthods","Alfic Haplorthods",83.7400024414062,49.0933339945475,500,50,60,"Series","Yes","HIGH PPT",NA,0,3,6,15,52,90,"Low",4,134,"2",NA,NA,NA,NA,"No",183,305,427,NA,NA,NA,"moraines, till plains",NA,0.300000011920929,NA,5,7,8,686,775,864,NA,NA,NA,100,120,140,3,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,NA,NA,NA,"D","Moderate","High","Spodosols","Orthods","Haplorthods","sandy over clayey",NA,"active","not used","frigid",NA,"frigid",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4/1a",NA,"Lacustrine deposits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI600","11658","26B","Manistee-Montcalm loamy sands, 0 to 6 percent slopes","Complex",NA,"Order 2",8361,"Farmland of local importance",0,5.80000019073486,94,876388.616401288,42219.5177157628,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2019.2",190743,"21199229","Somewhat excessively drained",98,"Kalkaska","Sandy, isotic, frigid Typic Haplorthods","Typic Haplorthods",90.6,94.7333333333333,500,95,100,"Series","Yes",NA,NA,6,12,18,15,30,46,"Low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",177,354,520,NA,NA,NA,"valley trains on ice-margin complexes, rises on outwash plains, moraines on till plains",NA,0.0199999995529652,NA,5,7,9,700,810,920,NA,NA,NA,90,120,160,6,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Moderate","Spodosols","Orthods","Haplorthods","sandy","not used","not used","not used","frigid","Typic","frigid","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5a",NA,"Drift",NA,"moraines",NA,"Nose Slope and Side Slope",NA,NA,"Convex and Linear","Convex and Linear","LL and VL and VV","Backslope and Shoulder","MI600","11658","15C","Kalkaska sand, 6 to 18 percent slopes","Consociation",NA,"Order 2",61276,"Not prime farmland",0,4.94999988555908,NA,862116.927903759,39478.3783482186,0,0,1,0,1,0,0,0,1,0,0
"GRR.GJS.2022.34",190756,"21199219","Excessively drained",95,"Grattan","Sandy, mixed, mesic Entic Haplorthods","Entic Haplorthods",92,94.4466666666667,500,90,100,"Series","Yes",NA,NA,0,3,6,30,61,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",177,255,351,NA,NA,NA,"ice-margin complexes, lake plains, lake plains, moraines, outwash plains on outwash plains, till plains",NA,0.159999996423721,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,6,"s",NA,NA,NA,NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Low","Spodosols","Orthods","Haplorthods","sandy","not used","not used","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5.3a",NA,"Outwash",NA,"outwash plains",NA,"Head Slope and Interfluve and Nose Slope and Side Slope","Tread",NA,"Linear","Linear","LL","Shoulder and Summit","MI600","11658","23B","Grattan sand, 0 to 6 percent slopes","Consociation",NA,"Order 2",83714,"Not prime farmland",0,4.94400007247925,NA,868774.86620871,38986.2295280036,0,0,1,0,1,0,0,0,1,0,0
"GRR.GJS.2022.36",190756,"21199219","Excessively drained",95,"Grattan","Sandy, mixed, mesic Entic Haplorthods","Entic Haplorthods",92,94.4466666666667,500,90,100,"Series","Yes",NA,NA,0,3,6,30,61,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",177,255,351,NA,NA,NA,"ice-margin complexes, lake plains, lake plains, moraines, outwash plains on outwash plains, till plains",NA,0.159999996423721,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,6,"s",NA,NA,NA,NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Low","Spodosols","Orthods","Haplorthods","sandy","not used","not used","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5.3a",NA,"Outwash",NA,"outwash plains",NA,"Head Slope and Interfluve and Nose Slope and Side Slope","Tread",NA,"Linear","Linear","LL","Shoulder and Summit","MI600","11658","23B","Grattan sand, 0 to 6 percent slopes","Consociation",NA,"Order 2",83714,"Not prime farmland",0,4.94400007247925,NA,870908.772770781,36826.8325185856,0,0,1,0,1,0,0,0,1,0,0
"GRR.GJS.2022.43",190742,"21199227","Somewhat excessively drained",95,"Kalkaska","Sandy, isotic, frigid Typic Haplorthods","Typic Haplorthods",90.6,94.7333333333333,500,90,100,"Series","Yes",NA,NA,0,2,6,30,91,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",177,328,513,NA,NA,NA,"valley trains on ice-margin complexes, flats on outwash plains, lake plains on till plains, moraines on till plains",NA,0.0199999995529652,NA,5,7,9,700,810,920,NA,NA,NA,90,120,160,4,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Moderate","Spodosols","Orthods","Haplorthods","sandy","not used","not used","not used","frigid","Typic","frigid","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5a",NA,"Outwash",NA,"flats",NA,"Interfluve and Nose Slope and Side Slope",NA,NA,"Convex and Linear","Convex and Linear","LL and VL and VV","Backslope and Shoulder and Summit","MI600","11658","15B","Kalkaska sand, 0 to 6 percent slopes","Consociation",NA,"Order 2",39405,"Not prime farmland",0,4.94999988555908,NA,864555.629015934,53165.3492141377,0,0,1,0,1,0,0,0,1,0,0
"GRR.GJS.2022.10",190763,"21199210","Somewhat excessively drained",95,"Coloma","Mixed, mesic Lamellic Udipsamments","Lamellic Udipsamments",91,93.1666666666667,500,90,100,"Series","Yes",NA,NA,0,3,6,30,61,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",222,283,344,NA,NA,NA,"outwash plains, moraines on till plains, outwash plains on till plains",NA,0.230000004172325,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,4,"s",NA,3,"e",NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","Moderate","Low","Entisols","Psamments","Udipsamments","not used","not used","not used","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5a",NA,"Outwash",NA,"outwash plains",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Convex and Linear","LL and VL","Shoulder and Summit","MI600","11658","29B","Coloma sand, 0 to 6 percent slopes","Consociation",NA,"Order 2",86963,"Not prime farmland",0,5.96999980926514,NA,882346.181422915,42187.8669915064,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2022.11",190763,"21199210","Somewhat excessively drained",95,"Coloma","Mixed, mesic Lamellic Udipsamments","Lamellic Udipsamments",91,93.1666666666667,500,90,100,"Series","Yes",NA,NA,0,3,6,30,61,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",222,283,344,NA,NA,NA,"outwash plains, moraines on till plains, outwash plains on till plains",NA,0.230000004172325,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,4,"s",NA,3,"e",NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","Moderate","Low","Entisols","Psamments","Udipsamments","not used","not used","not used","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5a",NA,"Outwash",NA,"outwash plains",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Convex and Linear","LL and VL","Shoulder and Summit","MI600","11658","29B","Coloma sand, 0 to 6 percent slopes","Consociation",NA,"Order 2",86963,"Not prime farmland",0,5.96999980926514,NA,883628.364454558,40446.1192272038,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2022.14",190763,"21199210","Somewhat excessively drained",95,"Coloma","Mixed, mesic Lamellic Udipsamments","Lamellic Udipsamments",91,93.1666666666667,500,90,100,"Series","Yes",NA,NA,0,3,6,30,61,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",222,283,344,NA,NA,NA,"outwash plains, moraines on till plains, outwash plains on till plains",NA,0.230000004172325,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,4,"s",NA,3,"e",NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","Moderate","Low","Entisols","Psamments","Udipsamments","not used","not used","not used","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5a",NA,"Outwash",NA,"outwash plains",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Convex and Linear","LL and VL","Shoulder and Summit","MI600","11658","29B","Coloma sand, 0 to 6 percent slopes","Consociation",NA,"Order 2",86963,"Not prime farmland",0,5.96999980926514,NA,882238.134016459,43915.4766599105,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2022.17",190763,"21199210","Somewhat excessively drained",95,"Coloma","Mixed, mesic Lamellic Udipsamments","Lamellic Udipsamments",91,93.1666666666667,500,90,100,"Series","Yes",NA,NA,0,3,6,30,61,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",222,283,344,NA,NA,NA,"outwash plains, moraines on till plains, outwash plains on till plains",NA,0.230000004172325,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,4,"s",NA,3,"e",NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","Moderate","Low","Entisols","Psamments","Udipsamments","not used","not used","not used","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5a",NA,"Outwash",NA,"outwash plains",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Convex and Linear","LL and VL","Shoulder and Summit","MI600","11658","29B","Coloma sand, 0 to 6 percent slopes","Consociation",NA,"Order 2",86963,"Not prime farmland",0,5.96999980926514,NA,883478.16458755,41311.7631444899,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2022.45",190760,"21199139","Well drained",30,"Montcalm","Coarse-loamy, mixed, semiactive, frigid Alfic Haplorthods","Alfic Haplorthods",84.5160025024414,79.2980015563965,500,20,30,"Series","Yes",NA,NA,0,3,6,15,52,90,"Low",5,134,"2",NA,NA,NA,NA,"No",183,244,305,NA,NA,NA,"moraines, till plains",NA,0.300000011920929,NA,5,7,8,711,762,813,NA,NA,NA,90,115,140,3,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,NA,NA,NA,"A","Moderate","Low","Spodosols","Orthods","Haplorthods","coarse-loamy",NA,"semiactive","not used","frigid",NA,"frigid",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4a",NA,"Drift over Glaciofluvial deposits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI600","11658","26B","Manistee-Montcalm loamy sands, 0 to 6 percent slopes","Complex",NA,"Order 2",8361,"Farmland of local importance",0,5.80000019073486,NA,881288.100717932,48566.9127440045,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2022.45",190760,"21199141","Well drained",55,"Manistee","Sandy over clayey, mixed, active, frigid Alfic Haplorthods","Alfic Haplorthods",83.7400024414062,49.0933339945475,500,50,60,"Series","Yes","HIGH PPT",NA,0,3,6,15,52,90,"Low",4,134,"2",NA,NA,NA,NA,"No",183,305,427,NA,NA,NA,"moraines, till plains",NA,0.300000011920929,NA,5,7,8,686,775,864,NA,NA,NA,100,120,140,3,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,NA,NA,NA,"D","Moderate","High","Spodosols","Orthods","Haplorthods","sandy over clayey",NA,"active","not used","frigid",NA,"frigid",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4/1a",NA,"Lacustrine deposits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI600","11658","26B","Manistee-Montcalm loamy sands, 0 to 6 percent slopes","Complex",NA,"Order 2",8361,"Farmland of local importance",0,5.80000019073486,94,881288.100717932,48566.9127440045,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2022.38",2574648,"21199220","Moderately well drained",85,"Croswell","Sandy, isotic, frigid Oxyaquic Haplorthods","Oxyaquic Haplorthods",87.52,93.64,500,80,100,"Series","Yes",NA,NA,0,1,6,30,61,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",176,303,456,NA,NA,NA,"lakebeds (relict) on lake plains, till-floored lake plains on lake plains, glacial drainage channels on till plains, moraines on till plains, outwash plains on till plains",NA,0.0900000035762787,NA,5,7,9,700,810,920,NA,NA,NA,90,120,160,4,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Moderate","Spodosols","Orthods","Haplorthods","sandy","not used","not used","not used","frigid","Oxyaquic","frigid","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5a",NA,"Glaciofluvial deposits",NA,"outwash plains",NA,"Base Slope",NA,NA,"Linear","Linear","LL","Backslope","MI600","11658","CswaaA","Croswell sand, 0 to 6 percent slopes","Consociation",NA,"Order 2",29350,"Not prime farmland",0,5.56199997901917,NA,877171.761624447,37727.6918521795,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2022.8",190770,"21199190","Well drained",80,"Kalkaska","Sandy, isotic, frigid Typic Haplorthods","Typic Haplorthods",92.4399978637695,92.9426647949219,500,80,85,"Series","Yes",NA,NA,0,3,6,15,83,150,"Negligible",5,220,"1",NA,NA,NA,NA,"No",183,366,549,NA,NA,NA,"moraines, outwash plains, till plains",NA,0.0199999995529652,NA,4,6,8,686,775,864,NA,NA,NA,80,115,150,4,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,NA,NA,NA,"A","Moderate","Moderate","Spodosols","Orthods","Haplorthods","sandy",NA,NA,"not used","frigid",NA,"frigid",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5a",NA,"Glaciofluvial deposits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI600","11658","36B","Kalkaska sand, banded substratum, 0 to 6 percent slopes","Consociation",NA,"Order 2",2580,"Not prime farmland",0,5.59999990463257,NA,874821.228424344,41671.3091430051,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2022.19",190750,"21199238","Somewhat excessively drained",35,"Graycalm","Isotic, frigid Lamellic Udipsamments","Lamellic Udipsamments",90.9899971008301,92.3239978027344,500,30,40,"Series","Yes","HIGH PPT",NA,6,9,12,15,75,135,"Very low",5,220,"1",NA,NA,NA,NA,"No",183,244,305,NA,NA,NA,"moraines, outwash plains, till plains",NA,0.0900000035762787,NA,3,6,8,635,724,813,NA,NA,NA,90,115,140,6,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,NA,NA,NA,"A","Moderate","Low","Entisols","Psamments","Udipsamments","not used",NA,NA,"not used","frigid",NA,"frigid",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5a",NA,"Glaciofluvial deposits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI600","11658","20C","Montcalm-Graycalm complex, 6 to 12 percent slopes","Complex",NA,"Order 2",49211,"Not prime farmland",0,5.5,NA,880485.742471369,40272.7940408684,0,0,1,0,1,0,0,0,1,0,0
"GRR.GJS.2022.19",190750,"21199242","Well drained",50,"Montcalm","Coarse-loamy, mixed, semiactive, frigid Alfic Haplorthods","Alfic Haplorthods",84.5160025024414,79.2980015563965,500,40,50,"Series","Yes",NA,NA,6,9,12,15,75,135,"Low",5,134,"2",NA,NA,NA,NA,"No",183,244,305,NA,NA,NA,"moraines, till plains",NA,0.300000011920929,NA,5,7,8,711,762,813,NA,NA,NA,90,115,140,3,"e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,NA,NA,NA,"A","Moderate","Low","Spodosols","Orthods","Haplorthods","coarse-loamy",NA,"semiactive","not used","frigid",NA,"frigid",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4a",NA,"Glaciofluvial deposits over Drift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI600","11658","20C","Montcalm-Graycalm complex, 6 to 12 percent slopes","Complex",NA,"Order 2",49211,"Not prime farmland",0,5.80000019073486,NA,880485.742471369,40272.7940408684,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2022.2",190749,"21199126","Somewhat excessively drained",35,"Graycalm","Isotic, frigid Lamellic Udipsamments","Lamellic Udipsamments",90.9899971008301,92.3239978027344,500,30,45,"Series","Yes","HIGH PPT",NA,0,3,6,15,83,150,"Negligible",5,220,"1",NA,NA,NA,NA,"No",183,244,305,NA,NA,NA,"moraines, outwash plains, till plains",NA,0.0900000035762787,NA,3,6,8,635,724,813,NA,NA,NA,90,115,140,4,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,NA,NA,NA,"A","Moderate","Low","Entisols","Psamments","Udipsamments","not used",NA,NA,"not used","frigid",NA,"frigid",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5a",NA,"Glaciofluvial deposits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI600","11658","20B","Montcalm-Graycalm complex, 0 to 6 percent slopes","Complex",NA,"Order 2",64223,"Not prime farmland",0,5.5,NA,860298.878356142,49278.9294202179,0,0,1,0,1,0,0,0,1,0,0
"GRR.GJS.2022.2",190749,"21199128","Well drained",50,"Montcalm","Coarse-loamy, mixed, semiactive, frigid Alfic Haplorthods","Alfic Haplorthods",84.5160025024414,79.2980015563965,500,45,55,"Series","Yes",NA,NA,0,3,6,15,83,150,"Very low",5,134,"2",NA,NA,NA,NA,"No",183,244,305,NA,NA,NA,"moraines, till plains",NA,0.300000011920929,NA,5,7,8,711,762,813,NA,NA,NA,90,115,140,3,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,NA,NA,NA,"A","Moderate","Low","Spodosols","Orthods","Haplorthods","coarse-loamy",NA,"semiactive","not used","frigid",NA,"frigid",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4a",NA,"Drift over Glaciofluvial deposits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI600","11658","20B","Montcalm-Graycalm complex, 0 to 6 percent slopes","Complex",NA,"Order 2",64223,"Not prime farmland",0,5.80000019073486,NA,860298.878356142,49278.9294202179,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2022.9",190761,"21199265","Well drained",55,"Manistee","Sandy over clayey, mixed, active, frigid Alfic Haplorthods","Alfic Haplorthods",83.7400024414062,49.0933339945475,500,50,60,"Series","Yes","HIGH PPT",NA,6,9,12,15,30,45,"Low",4,134,"2",NA,NA,NA,NA,"No",183,305,427,NA,NA,NA,"moraines, till plains",NA,0.300000011920929,NA,5,7,8,686,775,864,NA,NA,NA,100,120,140,3,"e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,NA,NA,NA,"D","Moderate","High","Spodosols","Orthods","Haplorthods","sandy over clayey",NA,"active","not used","frigid",NA,"frigid",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4/1a",NA,"Lacustrine deposits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI600","11658","26C","Manistee-Montcalm loamy sands, 6 to 12 percent slopes","Complex",NA,"Order 2",3068,"Farmland of local importance",0,5.80000019073486,94,872136.020992798,41508.9883540329,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2022.9",190761,"21199267","Well drained",30,"Montcalm","Coarse-loamy, mixed, semiactive, frigid Alfic Haplorthods","Alfic Haplorthods",84.5160025024414,79.2980015563965,500,20,30,"Series","Yes",NA,NA,6,9,12,15,30,45,"Low",5,134,"2",NA,NA,NA,NA,"No",183,244,305,NA,NA,NA,"moraines, till plains",NA,0.300000011920929,NA,5,7,8,711,762,813,NA,NA,NA,90,115,140,3,"e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,NA,NA,NA,"A","Moderate","Low","Spodosols","Orthods","Haplorthods","coarse-loamy",NA,"semiactive","not used","frigid",NA,"frigid",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4a",NA,"Drift over Glaciofluvial deposits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI600","11658","26C","Manistee-Montcalm loamy sands, 6 to 12 percent slopes","Complex",NA,"Order 2",3068,"Farmland of local importance",0,5.80000019073486,NA,872136.020992798,41508.9883540329,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2022.41",190742,"21199227","Somewhat excessively drained",95,"Kalkaska","Sandy, isotic, frigid Typic Haplorthods","Typic Haplorthods",90.6,94.7333333333333,500,90,100,"Series","Yes",NA,NA,0,2,6,30,91,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",177,328,513,NA,NA,NA,"valley trains on ice-margin complexes, flats on outwash plains, lake plains on till plains, moraines on till plains",NA,0.0199999995529652,NA,5,7,9,700,810,920,NA,NA,NA,90,120,160,4,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Moderate","Spodosols","Orthods","Haplorthods","sandy","not used","not used","not used","frigid","Typic","frigid","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5a",NA,"Outwash",NA,"flats",NA,"Interfluve and Nose Slope and Side Slope",NA,NA,"Convex and Linear","Convex and Linear","LL and VL and VV","Backslope and Shoulder and Summit","MI600","11658","15B","Kalkaska sand, 0 to 6 percent slopes","Consociation",NA,"Order 2",39405,"Not prime farmland",0,4.94999988555908,NA,865976.191542113,52914.527847417,0,0,1,0,1,0,0,0,1,0,0
"GRR.GJS.2019.1",190743,"21199229","Somewhat excessively drained",98,"Kalkaska","Sandy, isotic, frigid Typic Haplorthods","Typic Haplorthods",90.6,94.7333333333333,500,95,100,"Series","Yes",NA,NA,6,12,18,15,30,46,"Low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",177,354,520,NA,NA,NA,"valley trains on ice-margin complexes, rises on outwash plains, moraines on till plains",NA,0.0199999995529652,NA,5,7,9,700,810,920,NA,NA,NA,90,120,160,6,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Moderate","Spodosols","Orthods","Haplorthods","sandy","not used","not used","not used","frigid","Typic","frigid","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5a",NA,"Drift",NA,"moraines",NA,"Nose Slope and Side Slope",NA,NA,"Convex and Linear","Convex and Linear","LL and VL and VV","Backslope and Shoulder","MI600","11658","15C","Kalkaska sand, 6 to 18 percent slopes","Consociation",NA,"Order 2",61276,"Not prime farmland",0,4.94999988555908,NA,860471.158388983,44550.0949484557,0,0,1,0,1,0,0,0,1,0,0
